vin,year,make,model,trim,bodyClass,engine,driveType,plantCity,plantCountry,decodeErrorCode,decodeErrorText,sourceCount,firstSeen,lastSeen,firstJobTitle,latestJobTitle,latestProgrammerHint,latestPriceHint,latestPaymentHint,keySystemStatus,keyOptions,programmerOptions,originationTools,verifyBeforeDispatch,notes
4T1M11AK1LU908907,2020,TOYOTA,Camry,,Sedan/Saloon,2.5L In-Line,4x2,GEORGETOWN,UNITED STATES (USA),0,0 - VIN decoded clean. Check Digit (9th position) is correct,1,2023-06-07T18:00:00.000Z,2023-06-07T18:00:00.000Z,DK 3 veh.'s [cmx],DK 3 veh.'s [cmx],,280.6,,needs locksmith verification,,,,FCC/frequency; blade/keyway; programmer coverage; supplier part number; authorization,Decoded from VIN. Locksmith key data must be verified before use.
5FNRL5H64CB124136,2012,HONDA,Odyssey,EXL/EXL-NAVI/EXL-RES,Minivan,3.474057568L V-Shaped,,LINCOLN,UNITED STATES (USA),0,0 - VIN decoded clean. Check Digit (9th position) is correct,1,2023-09-27T14:00:00.000Z,2023-09-27T14:00:00.000Z,DK 2 Vehs [cmx],DK 2 Vehs [cmx],TIS,,,needs locksmith verification,,TIS,,FCC/frequency; blade/keyway; programmer coverage; supplier part number; authorization,Decoded from VIN. Locksmith key data must be verified before use.
5FNYF8H53MB015454,2021,HONDA,Passport,EXL,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),3.5L V-Shaped,4WD/4-Wheel Drive/4x4,LINCOLN,UNITED STATES (USA),0,0 - VIN decoded clean. Check Digit (9th position) is correct,1,2024-07-10T19:05:00.000Z,2024-07-10T19:05:00.000Z,DK 21 Passport blu [cos],DK 21 Passport blu [cos],,162.75,,needs locksmith verification,,,,FCC/frequency; blade/keyway; programmer coverage; supplier part number; authorization,Decoded from VIN. Locksmith key data must be verified before use.
5FRYD4H47EB022977,2014,ACURA,MDX,SH-AWD Tech,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),3.474057568L V-Shaped,,LINCOLN,UNITED STATES (USA),0,0 - VIN decoded clean. Check Digit (9th position) is correct,3,2023-09-12T18:40:00.000Z,2023-10-02T21:00:00.000Z,DK 14 MDX red [cos],DK 14 MDX blk [cos],,188.6,,needs locksmith verification,,,,FCC/frequency; blade/keyway; programmer coverage; supplier part number; authorization,Decoded from VIN. Locksmith key data must be verified before use.
5J6RM4H75CL080848,2012,HONDA,CR-V,EX-L,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),2.4L In-Line,4WD/4-Wheel Drive/4x4,EAST LIBERTY,UNITED STATES (USA),0,0 - VIN decoded clean. Check Digit (9th position) is correct,1,2023-08-04T16:30:00.000Z,2023-08-04T16:30:00.000Z,"DK, KM 3 veh.'s [cmx]","DK, KM 3 veh.'s [cmx]",,292.2,,needs locksmith verification,,,,FCC/frequency; blade/keyway; programmer coverage; supplier part number; authorization,Decoded from VIN. Locksmith key data must be verified before use.
5J8TB18579A005444,2009,ACURA,RDX,Technology Package,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),2.294188960L In-Line,,MARYSVILLE,UNITED STATES (USA),0,0 - VIN decoded clean. Check Digit (9th position) is correct,1,2024-01-08T16:45:00.000Z,2024-01-08T16:45:00.000Z,billed DK 09 RDX [cos],billed DK 09 RDX [cos],,188.6,,needs locksmith verification,,,,FCC/frequency; blade/keyway; programmer coverage; supplier part number; authorization,Decoded from VIN. Locksmith key data must be verified before use.
5N1BT3AB8PC783512,2023,NISSAN,Rogue,S,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),1.5L In-Line,4WD/4-Wheel Drive/4x4,SMYRNA,UNITED STATES (USA),0,0 - VIN decoded clean. Check Digit (9th position) is correct,1,2024-04-11T21:00:00.000Z,2024-04-11T21:00:00.000Z,KM 23 Rogue blu [er],KM 23 Rogue blu [er],,443.69,,needs locksmith verification,,,,FCC/frequency; blade/keyway; programmer coverage; supplier part number; authorization,Decoded from VIN. Locksmith key data must be verified before use.
5N1BT3BB5RC693056,2024,NISSAN,Rogue,SV,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),1.5,4WD/4-Wheel Drive/4x4,SMYRNA,UNITED STATES (USA),0,0 - VIN decoded clean. Check Digit (9th position) is correct,1,2024-06-12T16:25:00.000Z,2024-06-12T16:25:00.000Z,KM 24 Rogue wht [er],KM 24 Rogue wht [er],,334.25,,needs locksmith verification,,,,FCC/frequency; blade/keyway; programmer coverage; supplier part number; authorization,Decoded from VIN. Locksmith key data must be verified before use.
5N1DR2MM4HC669135,2017,NISSAN,Pathfinder,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),3.5L V-Shaped,4WD/4-Wheel Drive/4x4,SMYRNA,UNITED STATES (USA),0,0 - VIN decoded clean. Check Digit (9th position) is correct,1,2023-06-26T13:30:00.000Z,2023-06-26T13:30:00.000Z,DK 7 veh.'s [cmx],DK 7 veh.'s [cmx],,432.4,,needs locksmith verification,,,,FCC/frequency; blade/keyway; programmer coverage; supplier part number; authorization,Decoded from VIN. Locksmith key data must be verified before use.
5N1DR2MM5HC652358,2017,NISSAN,Pathfinder,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),3.5L V-Shaped,4WD/4-Wheel Drive/4x4,SMYRNA,UNITED STATES (USA),0,0 - VIN decoded clean. Check Digit (9th position) is correct,1,2023-08-23T13:00:00.000Z,2023-08-23T13:00:00.000Z,DK 2 veh.'s [cmx],DK 2 veh.'s [cmx],,151.8,,needs locksmith verification,,,,FCC/frequency; blade/keyway; programmer coverage; supplier part number; authorization,Decoded from VIN. Locksmith key data must be verified before use.
5NPD84LF9LH604526,2020,HYUNDAI,Elantra,"SEL, Value Edition & Limited",Sedan/Saloon,2,FWD/Front-Wheel Drive,,UNITED STATES (USA),0,0 - VIN decoded clean. Check Digit (9th position) is correct,1,2023-07-17T13:30:00.000Z,2023-07-17T13:30:00.000Z,DK 10 veh.'s [cmx],DK 10 veh.'s [cmx],,308.2,,needs locksmith verification,,,,FCC/frequency; blade/keyway; programmer coverage; supplier part number; authorization,Decoded from VIN. Locksmith key data must be verified before use.
5NPLM4AG2MH051867,2021,HYUNDAI,Elantra,SEL,Sedan/Saloon,2.0,FWD/Front-Wheel Drive,,UNITED STATES (USA),0,0 - VIN decoded clean. Check Digit (9th position) is correct,1,2023-10-06T16:15:00.000Z,2023-10-06T16:15:00.000Z,DK 2 veh.'s [cmx],DK 2 veh.'s [cmx],,402.6,,needs locksmith verification,,,,FCC/frequency; blade/keyway; programmer coverage; supplier part number; authorization,Decoded from VIN. Locksmith key data must be verified before use.
5TDEY5B17MS185636,2021,TOYOTA,Sequoia,TRD Pro,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),5.7L V-Shaped,4WD/4-Wheel Drive/4x4,PRINCETON,UNITED STATES (USA),0,0 - VIN decoded clean. Check Digit (9th position) is correct,1,2023-07-06T12:45:00.000Z,2023-07-06T12:45:00.000Z,DK 2 veh.'s [cmx],DK 2 veh.'s [cmx],,227.8,,needs locksmith verification,,,,FCC/frequency; blade/keyway; programmer coverage; supplier part number; authorization,Decoded from VIN. Locksmith key data must be verified before use.
5TDKDRBHXPS516099,2023,TOYOTA,Highlander,"LE, L, Limited, Platinum, XLE / XSE (w/ 12.3"" multimedia, w/ 8"" multimedia)",Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),2.4L In-Line,4WD/4-Wheel Drive/4x4,PRINCETON,UNITED STATES (USA),0,0 - VIN decoded clean. Check Digit (9th position) is correct,1,2024-05-08T18:45:00.000Z,2024-05-08T18:45:00.000Z,KM 23 Highlander gry [er],KM 23 Highlander gry [er],TIS,469.5,,needs locksmith verification,,TIS,,FCC/frequency; blade/keyway; programmer coverage; supplier part number; authorization,Decoded from VIN. Locksmith key data must be verified before use.
5TFDY5F1XLX894883,2020,TOYOTA,Tundra,SR5 Grade,Pickup,5.7L V-Shaped,4WD/4-Wheel Drive/4x4,SAN ANTONIO,UNITED STATES (USA),0,0 - VIN decoded clean. Check Digit (9th position) is correct,1,2023-06-26T13:30:00.000Z,2023-06-26T13:30:00.000Z,DK 7 veh.'s [cmx],DK 7 veh.'s [cmx],,432.4,,needs locksmith verification,,,,FCC/frequency; blade/keyway; programmer coverage; supplier part number; authorization,Decoded from VIN. Locksmith key data must be verified before use.
5YFB4MDE1PP036810,2023,TOYOTA,Corolla,,Sedan/Saloon,2.0L In-Line,4x2,BLUE SPRINGS,UNITED STATES (USA),0,0 - VIN decoded clean. Check Digit (9th position) is correct,1,2023-12-05T14:00:00.000Z,2023-12-05T14:00:00.000Z,cxd KM 23 Corolla [er],cxd KM 23 Corolla [er],,,,needs locksmith verification,,,,FCC/frequency; blade/keyway; programmer coverage; supplier part number; authorization,Decoded from VIN. Locksmith key data must be verified before use.
5YFBURHE5GP560369,2016,TOYOTA,Corolla,L/LE,Sedan/Saloon,1.8L In-Line,4x2,BLUE SPRINGS,UNITED STATES (USA),0,0 - VIN decoded clean. Check Digit (9th position) is correct,1,2023-07-17T13:30:00.000Z,2023-07-17T13:30:00.000Z,DK 10 veh.'s [cmx],DK 10 veh.'s [cmx],,308.2,,needs locksmith verification,,,,FCC/frequency; blade/keyway; programmer coverage; supplier part number; authorization,Decoded from VIN. Locksmith key data must be verified before use.
5YJ3E1EBXNF152195,2022,TESLA,Model 3,,Sedan/Saloon,,,FREMONT,UNITED STATES (USA),0,0 - VIN decoded clean. Check Digit (9th position) is correct,1,2023-09-21T14:45:00.000Z,2023-09-21T14:45:00.000Z,DK 2 veh.'s [cmx],DK 2 veh.'s [cmx],,297.8,,needs locksmith verification,,,,FCC/frequency; blade/keyway; programmer coverage; supplier part number; authorization,Decoded from VIN. Locksmith key data must be verified before use.
7FARS6H52RE067173,2024,HONDA,CR-V,Sport,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),2L In-Line,4WD/4-Wheel Drive/4x4,GREENSBURG,UNITED STATES (USA),0,0 - VIN decoded clean. Check Digit (9th position) is correct,1,2024-07-01T16:15:00.000Z,2024-07-01T16:15:00.000Z,KM 2 veh.'s [er],KM 2 veh.'s [er],IM608,260.75,,needs locksmith verification,,IM608,,FCC/frequency; blade/keyway; programmer coverage; supplier part number; authorization,Decoded from VIN. Locksmith key data must be verified before use.
JA4ARUAU3NU003570,2022,MITSUBISHI,Outlander Sport,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),2.0L In-Line,4WD/4-Wheel Drive/4x4,MIZUSHIMA,JAPAN,0,0 - VIN decoded clean. Check Digit (9th position) is correct,1,2023-09-08T13:30:00.000Z,2023-09-08T13:30:00.000Z,DK 5 veh.'s [cmx],DK 5 veh.'s [cmx],IM608,197.8,,needs locksmith verification,,IM608,,FCC/frequency; blade/keyway; programmer coverage; supplier part number; authorization,Decoded from VIN. Locksmith key data must be verified before use.
JA4J4VA82RZ048936,2024,MITSUBISHI,Outlander,"SE, Ralliart Edition",Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),2.5L In-Line,4WD/4-Wheel Drive/4x4,OKAZAKI CITY,JAPAN,0,0 - VIN decoded clean. Check Digit (9th position) is correct,1,2024-07-18T16:45:00.000Z,2024-07-18T16:45:00.000Z,KM 2 veh.'s [er],KM 2 veh.'s [er],,502.25,,needs locksmith verification,,,,FCC/frequency; blade/keyway; programmer coverage; supplier part number; authorization,Decoded from VIN. Locksmith key data must be verified before use.
JA4J4VA86RZ037471,2024,MITSUBISHI,Outlander,"SE, Ralliart Edition",Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),2.5L In-Line,4WD/4-Wheel Drive/4x4,OKAZAKI CITY,JAPAN,0,0 - VIN decoded clean. Check Digit (9th position) is correct,1,2024-05-31T18:00:00.000Z,2024-05-31T18:00:00.000Z,KM 24 Outlander blu [er],KM 24 Outlander blu [er],,539,,needs locksmith verification,,,,FCC/frequency; blade/keyway; programmer coverage; supplier part number; authorization,Decoded from VIN. Locksmith key data must be verified before use.
JF2GPAMCXF8236753,2015,SUBARU,XV CrossTrek,Limited,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),2.0,AWD/All-Wheel Drive,OTA,JAPAN,0,0 - VIN decoded clean. Check Digit (9th position) is correct,1,2023-07-12T12:50:00.000Z,2023-07-12T12:50:00.000Z,DK 2 veh.'s [cmx],DK 2 veh.'s [cmx],,48,,needs locksmith verification,,,,FCC/frequency; blade/keyway; programmer coverage; supplier part number; authorization,Decoded from VIN. Locksmith key data must be verified before use.
JF2GTANC7KH316354,2019,SUBARU,Crosstrek,Limited+ES+BSD+NAVI,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),2.0,AWD/All-Wheel Drive,OTA,JAPAN,0,0 - VIN decoded clean. Check Digit (9th position) is correct,1,2023-08-02T15:35:00.000Z,2023-08-02T15:35:00.000Z,DK 3 veh.'s [cmx],DK 3 veh.'s [cmx],,280.6,,needs locksmith verification,,,,FCC/frequency; blade/keyway; programmer coverage; supplier part number; authorization,Decoded from VIN. Locksmith key data must be verified before use.
JHMEJ6578VS021569,1997,HONDA,Civic,EX V-6 w/Lea,Sedan/Saloon,1.589545208L In-Line,,SUZUKA,JAPAN,0,0 - VIN decoded clean. Check Digit (9th position) is correct,1,2021-08-07T14:00:00.000Z,2021-08-07T14:00:00.000Z,Lincoln Auction,Lincoln Auction,,70,,needs locksmith verification,,,,FCC/frequency; blade/keyway; programmer coverage; supplier part number; authorization,Decoded from VIN. Locksmith key data must be verified before use.
JHMGE8H31DC009838,2013,HONDA,Fit,,Hatchback/Liftback/Notchback,1.491222824L In-Line,FWD/Front-Wheel Drive,SAYAMA,JAPAN,0,0 - VIN decoded clean. Check Digit (9th position) is correct,1,2026-04-24T20:45:00.000Z,2026-04-24T20:45:00.000Z,KM 13 Fit sil [aaa],KM 13 Fit sil [aaa],,150,cr,needs locksmith verification,,,,FCC/frequency; blade/keyway; programmer coverage; supplier part number; authorization,Decoded from VIN. Locksmith key data must be verified before use.
JM1GL1VM4L1520773,2020,MAZDA,Mazda6,,Sedan/Saloon,2.5L In-Line,FWD/Front-Wheel Drive,YAMAGUCHI,JAPAN,0,0 - VIN decoded clean. Check Digit (9th position) is correct,1,2023-07-28T12:50:00.000Z,2023-07-28T12:50:00.000Z,DK 8 veh.'s [cmx],DK 8 veh.'s [cmx],,349.6,,needs locksmith verification,,,,FCC/frequency; blade/keyway; programmer coverage; supplier part number; authorization,Decoded from VIN. Locksmith key data must be verified before use.
JM1NDAD76P0554354,2023,MAZDA,MX-5,Grand Touring,Convertible/Cabriolet,2L In-Line,RWD/Rear-Wheel Drive,HIROSHIMA,JAPAN,0,0 - VIN decoded clean. Check Digit (9th position) is correct,1,2024-06-21T15:05:00.000Z,2024-06-21T15:05:00.000Z,KM 23 MX-5 blk [er],KM 23 MX-5 blk [er],,260.75,,needs locksmith verification,,,,FCC/frequency; blade/keyway; programmer coverage; supplier part number; authorization,Decoded from VIN. Locksmith key data must be verified before use.
JM3TB3DA4B0325157,2011,MAZDA,CX-9,Grand Touring/GT,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),3.7,4WD/4-Wheel Drive/4x4,HIROSHIMA,JAPAN,0,0 - VIN decoded clean. Check Digit (9th position) is correct,1,2021-01-11T17:30:00.000Z,2021-01-11T17:30:00.000Z,Carmax Omaha 2 veh,Carmax Omaha 2 veh,,,,needs locksmith verification,,,,FCC/frequency; blade/keyway; programmer coverage; supplier part number; authorization,Decoded from VIN. Locksmith key data must be verified before use.
JN1BV7AR5FM394387,2015,INFINITI,Q50,,Sedan/Saloon,3.7,AWD/All-Wheel Drive,"TOCHIGI PLANT, KAWACHI-GUN",JAPAN,0,0 - VIN decoded clean. Check Digit (9th position) is correct,1,2024-01-02T17:50:00.000Z,2024-01-02T17:50:00.000Z,"DK, EKM 15 Q50 gry","DK, EKM 15 Q50 gry",,247.54,,needs locksmith verification,,,,FCC/frequency; blade/keyway; programmer coverage; supplier part number; authorization,Decoded from VIN. Locksmith key data must be verified before use.
JN8AF5MR6FT505044,2015,NISSAN,Juke,"Juke, Juke NISMO",Crossover Utility Vehicle (CUV),1.6,4x2,"OPPAMA PLANT, YOKOSUKA-SHI",JAPAN,0,0 - VIN decoded clean. Check Digit (9th position) is correct,1,2023-06-07T18:00:00.000Z,2023-06-07T18:00:00.000Z,DK 3 veh.'s [cmx],DK 3 veh.'s [cmx],,280.6,,needs locksmith verification,,,,FCC/frequency; blade/keyway; programmer coverage; supplier part number; authorization,Decoded from VIN. Locksmith key data must be verified before use.
JN8AS5MV7DW618652,2013,NISSAN,Rogue,,Crossover Utility Vehicle (CUV),2.5,4WD/4-Wheel Drive/4x4,MIYAWAKA,JAPAN,0,0 - VIN decoded clean. Check Digit (9th position) is correct,1,2023-06-26T13:30:00.000Z,2023-06-26T13:30:00.000Z,DK 7 veh.'s [cmx],DK 7 veh.'s [cmx],,432.4,,needs locksmith verification,,,,FCC/frequency; blade/keyway; programmer coverage; supplier part number; authorization,Decoded from VIN. Locksmith key data must be verified before use.
JN8AZ1MW7DW307932,2013,NISSAN,Murano,,Crossover Utility Vehicle (CUV),3.5,4WD/4-Wheel Drive/4x4,MIYAWAKA,JAPAN,0,0 - VIN decoded clean. Check Digit (9th position) is correct,1,2023-06-05T13:15:00.000Z,2023-06-05T13:15:00.000Z,DK 3 veh.'s [cmx],DK 3 veh.'s [cmx],,179.4,,needs locksmith verification,,,,FCC/frequency; blade/keyway; programmer coverage; supplier part number; authorization,Decoded from VIN. Locksmith key data must be verified before use.
JN8AZ2KR3ET352128,2014,NISSAN,Cube,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),1.8,4x2,YOKOSUKA,JAPAN,0,0 - VIN decoded clean. Check Digit (9th position) is correct,1,2021-09-08T19:10:00.000Z,2021-09-08T19:10:00.000Z,KM 11 Silverado; 14 Cube; 17 Focus [ago],KM 11 Silverado; 14 Cube; 17 Focus [ago],,125,,needs locksmith verification,,,,FCC/frequency; blade/keyway; programmer coverage; supplier part number; authorization,Decoded from VIN. Locksmith key data must be verified before use.
JTDEAMDE3MJ007878,2021,TOYOTA,Corolla,LE,Sedan/Saloon,1.8L In-Line,4x2,TOYOTA CITY,JAPAN,0,0 - VIN decoded clean. Check Digit (9th position) is correct,1,2023-07-17T13:30:00.000Z,2023-07-17T13:30:00.000Z,DK 10 veh.'s [cmx],DK 10 veh.'s [cmx],,308.2,,needs locksmith verification,,,,FCC/frequency; blade/keyway; programmer coverage; supplier part number; authorization,Decoded from VIN. Locksmith key data must be verified before use.
JTDKAMFU0N3175281,2022,TOYOTA,Prius,,Hatchback/Liftback/Notchback,1.8L In-Line,4x2,TOYOTA CITY,JAPAN,0,0 - VIN decoded clean. Check Digit (9th position) is correct,1,2023-09-11T13:30:00.000Z,2023-09-11T13:30:00.000Z,DK 4 veh.'s [cmx],DK 4 veh.'s [cmx],,358.8,,needs locksmith verification,,,,FCC/frequency; blade/keyway; programmer coverage; supplier part number; authorization,Decoded from VIN. Locksmith key data must be verified before use.
JTEKU5JR3P6111765,2023,TOYOTA,4Runner,Limited,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),4.0L V-Shaped,4WD/4-Wheel Drive/4x4,TAHARA,JAPAN,0,0 - VIN decoded clean. Check Digit (9th position) is correct,1,2023-09-11T13:30:00.000Z,2023-09-11T13:30:00.000Z,DK 4 veh.'s [cmx],DK 4 veh.'s [cmx],,358.8,,needs locksmith verification,,,,FCC/frequency; blade/keyway; programmer coverage; supplier part number; authorization,Decoded from VIN. Locksmith key data must be verified before use.
JTEMU5JR1R6263667,2024,TOYOTA,4Runner,SR5,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),4.0L V-Shaped,4WD/4-Wheel Drive/4x4,TAHARA,JAPAN,0,0 - VIN decoded clean. Check Digit (9th position) is correct,1,2024-07-18T16:15:00.000Z,2024-07-18T16:15:00.000Z,KM 24 4runner red [er],KM 24 4runner red [er],TIS,443.25,,needs locksmith verification,,TIS,,FCC/frequency; blade/keyway; programmer coverage; supplier part number; authorization,Decoded from VIN. Locksmith key data must be verified before use.
JTEMU5JR7N6002960,2022,TOYOTA,4Runner,SR5,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),4.0L V-Shaped,4WD/4-Wheel Drive/4x4,TAHARA,JAPAN,0,0 - VIN decoded clean. Check Digit (9th position) is correct,1,2023-07-28T12:50:00.000Z,2023-07-28T12:50:00.000Z,DK 8 veh.'s [cmx],DK 8 veh.'s [cmx],,349.6,,needs locksmith verification,,,,FCC/frequency; blade/keyway; programmer coverage; supplier part number; authorization,Decoded from VIN. Locksmith key data must be verified before use.
JTEPU5JR1P6099203,2023,TOYOTA,4Runner,TRD offroad,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),4.0L V-Shaped,4WD/4-Wheel Drive/4x4,TAHARA,JAPAN,0,0 - VIN decoded clean. Check Digit (9th position) is correct,1,2024-07-10T16:30:00.000Z,2024-07-10T16:30:00.000Z,KM 23 4Runner sil [er],KM 23 4Runner sil [er],TIS,443.25,,needs locksmith verification,,TIS,,FCC/frequency; blade/keyway; programmer coverage; supplier part number; authorization,Decoded from VIN. Locksmith key data must be verified before use.
JTNKARJE3JJ557187,2018,TOYOTA,COROLLA iM,,Hatchback/Liftback/Notchback,1.8L In-Line,FWD/Front-Wheel Drive,TOYOTA CITY,JAPAN,0,0 - VIN decoded clean. Check Digit (9th position) is correct,1,2023-07-05T16:20:00.000Z,2023-07-05T16:20:00.000Z,DK 2 veh.'s [cmx],DK 2 veh.'s [cmx],,48,,needs locksmith verification,,,,FCC/frequency; blade/keyway; programmer coverage; supplier part number; authorization,Decoded from VIN. Locksmith key data must be verified before use.
KL4CJASB6JB624948,2018,BUICK,Encore,Preferred,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),1.4,FWD/Front-Wheel Drive,BUPYEONG,SOUTH KOREA,0,0 - VIN decoded clean. Check Digit (9th position) is correct,1,2020-07-29T15:49:00.000Z,2020-07-29T15:49:00.000Z,KM Aango,KM Aango,,460,,needs locksmith verification,,,,FCC/frequency; blade/keyway; programmer coverage; supplier part number; authorization,Decoded from VIN. Locksmith key data must be verified before use.
KM8J3CA23GU243345,2016,HYUNDAI,Tucson,"SE Popular, ECO, Sport, Limited",Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),1.6,,ULSAN,SOUTH KOREA,0,0 - VIN decoded clean. Check Digit (9th position) is correct,1,2020-07-29T15:49:00.000Z,2020-07-29T15:49:00.000Z,KM Aango,KM Aango,,460,,needs locksmith verification,,,,FCC/frequency; blade/keyway; programmer coverage; supplier part number; authorization,Decoded from VIN. Locksmith key data must be verified before use.
KM8J3CA46JU759546,2018,HYUNDAI,Tucson,"SE Pop, SE Plus, Eco, Sport, Value, Ultimate Base/Ultimate",Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),2,4WD/4-Wheel Drive/4x4,ULSAN,SOUTH KOREA,0,0 - VIN decoded clean. Check Digit (9th position) is correct,1,2023-07-28T12:50:00.000Z,2023-07-28T12:50:00.000Z,DK 8 veh.'s [cmx],DK 8 veh.'s [cmx],,349.6,,needs locksmith verification,,,,FCC/frequency; blade/keyway; programmer coverage; supplier part number; authorization,Decoded from VIN. Locksmith key data must be verified before use.
KM8J3CAL6LU279114,2020,HYUNDAI,Tucson,"Value, SEL, Sport, Limited, Ultimate",Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),2.4,4WD/4-Wheel Drive/4x4,ULSAN,SOUTH KOREA,0,0 - VIN decoded clean. Check Digit (9th position) is correct,1,2023-07-17T13:30:00.000Z,2023-07-17T13:30:00.000Z,DK 10 veh.'s [cmx],DK 10 veh.'s [cmx],,308.2,,needs locksmith verification,,,,FCC/frequency; blade/keyway; programmer coverage; supplier part number; authorization,Decoded from VIN. Locksmith key data must be verified before use.
KM8JUCAG9FU022825,2015,HYUNDAI,Tucson,GLS (Middle),Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),2.4,4WD/4-Wheel Drive/4x4,ULSAN,SOUTH KOREA,0,0 - VIN decoded clean. Check Digit (9th position) is correct,1,2023-08-23T13:00:00.000Z,2023-08-23T13:00:00.000Z,DK 2 veh.'s [cmx],DK 2 veh.'s [cmx],,151.8,,needs locksmith verification,,,,FCC/frequency; blade/keyway; programmer coverage; supplier part number; authorization,Decoded from VIN. Locksmith key data must be verified before use.
KM8SRDHF3EU083353,2014,HYUNDAI,Santa Fe,TOP,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),3.3,4WD/4-Wheel Drive/4x4,ULSAN,SOUTH KOREA,0,0 - VIN decoded clean. Check Digit (9th position) is correct,1,2023-09-08T13:30:00.000Z,2023-09-08T13:30:00.000Z,DK 5 veh.'s [cmx],DK 5 veh.'s [cmx],IM608,197.8,,needs locksmith verification,,IM608,,FCC/frequency; blade/keyway; programmer coverage; supplier part number; authorization,Decoded from VIN. Locksmith key data must be verified before use.
KNAE35LD3P6129752,2023,KIA,Stinger,GT-Line,Hatchback/Liftback/Notchback,2.5,,GWANGMYEONG,SOUTH KOREA,0,0 - VIN decoded clean. Check Digit (9th position) is correct,1,2023-07-06T17:30:00.000Z,2023-07-06T17:30:00.000Z,DK 23 Stinger gry [cmx],DK 23 Stinger gry [cmx],IM608,381.8,cc,needs locksmith verification,,IM608,,FCC/frequency; blade/keyway; programmer coverage; supplier part number; authorization,Decoded from VIN. Locksmith key data must be verified before use.
KNALN4D78F5191835,2015,KIA,Cadenza,GLS / JSL / TAX (Middle Grade),Sedan/Saloon,3.3L V-Shaped,,HWASUNG,SOUTH KOREA,0,0 - VIN decoded clean. Check Digit (9th position) is correct,1,2023-08-02T15:35:00.000Z,2023-08-02T15:35:00.000Z,DK 3 veh.'s [cmx],DK 3 veh.'s [cmx],,280.6,,needs locksmith verification,,,,FCC/frequency; blade/keyway; programmer coverage; supplier part number; authorization,Decoded from VIN. Locksmith key data must be verified before use.
KNDJ23AU2N7167296,2022,KIA,Soul,"LX, S, X Line",Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),2.0,4x2,GWANG-JU,SOUTH KOREA,0,0 - VIN decoded clean. Check Digit (9th position) is correct,1,2024-04-29T20:30:00.000Z,2024-04-29T20:30:00.000Z,KM 22 Soul red [er],KM 22 Soul red [er],,439.25,,needs locksmith verification,,,,FCC/frequency; blade/keyway; programmer coverage; supplier part number; authorization,Decoded from VIN. Locksmith key data must be verified before use.
KNDPBCAC7E7559952,2014,KIA,Sportage,LX,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),2.4,4WD/4-Wheel Drive/4x4,GWANGJU,SOUTH KOREA,0,0 - VIN decoded clean. Check Digit (9th position) is correct,1,2023-06-21T13:15:00.000Z,2023-06-21T13:15:00.000Z,DK 1 veh. [cmx],DK 1 veh. [cmx],,28,,needs locksmith verification,,,,FCC/frequency; blade/keyway; programmer coverage; supplier part number; authorization,Decoded from VIN. Locksmith key data must be verified before use.
LYV402TM5HB145562,2017,VOLVO,S60,Platinum,Sedan/Saloon,2,AWD/All-Wheel Drive,CHENGDU,CHINA,0,0 - VIN decoded clean. Check Digit (9th position) is correct,1,2023-10-18T17:05:00.000Z,2023-10-18T17:05:00.000Z,DK 17 S60 gry [cmx],DK 17 S60 gry [cmx],,254.38,,needs locksmith verification,,,,FCC/frequency; blade/keyway; programmer coverage; supplier part number; authorization,Decoded from VIN. Locksmith key data must be verified before use.
